Food_Code,Raw_Data
O029,"Beef, tongue 4 24.35±2.26 364±42.7 3197±262 2663±402 25.09±2.92 13.19±4.30"
O030,"Beef, lungs 3 3.95±0.23 71.64±69.29 625±123 468±78.5 14.22±9.86 13.92±8.94"
O031,"Beef, heart 5 5.69±1.23 44.89±16.77 614±121 787±119 9.39±2.42 19.06±11.57"
O032,"Beef, liver 6 5.86±0.74 34.29±13.79 664±179 806±119 6.72±1.34 26.54±17.71"
O033,"Beef, tripe 5 4.83±1.70 80.33±26.92 653±179 619±277 9.13±5.37 4.84±1.46"
O034,"Beef, spleen 6 4.08±0.89 26.85±7.72 505±70.9 592±69.2 10.29±1.57 22.43±8.41"
O035,"Beef, kidneys 3 5.50±0.61 56.58±13.40 777±44.6 892±189 6.79±0.71 5.40±4.90"
O036,"Calf, shoulder 2 13.57 133 1649 1646 22.73 45.09"
O037,"Calf, chops 2 3.39 60.78 830 1036 15.26 20.25"
O038,"Calf, round (leg) 2 7.65 85.35 1189 893 41.78 45.74"
O039,"Calf, brain 2 53.44 1048 1064 17.15 18.83"
O040,"Calf, tongue 2 18.97 320 2813 2415 22.44 40.10"
O041,"Calf, heart 1 5.23 46.27 602 814 9.22 12.28"
O042,"Calf, liver 1 5.46 28.39 666 898 9.71 8.59"
O043,"Calf, spleen 1 3.43 27.07 486 498 5.85 9.81"
O044,"Calf, kidneys 2 4.25 52.12 660 734 7.18 6.04"
O045,"Mithun, shoulder 1 96.92 1427 2772 60.51 79.49"
O025,"Beef, shoulder 6 486±151 5669±825 72.41±34.10 575±325 153±44.0"
O026,"Beef, chops 4 209±63.6 2440±351 30.87±13.32 249±142 66.06±18.97"
O027,"Beef, round (leg) 6 207±34.6 3026±253 46.84±4.27 201±21.0 67.90±6.17"
O028,"Beef, brain 4 37.16±8.99 1653±128 178±63.1 39.04±14.09 56.26±9.07"
O029,"Beef, tongue 4 351±86.8 4302±421 88.41±16.12 341±64.2 56.10±6.72"
O030,"Beef, lungs 3 41.34±5.15 588±63.5 17.58±5.02 92.04±24.05 6.14±1.51"
O031,"Beef, heart 5 39.33±17.31 780±199 28.50±24.56 351±91.7 11.43±6.51"
O032,"Beef, liver 6 51.37±16.51 740±171 33.85±14.75 236±52.0 8.51±2.53"
O033,"Beef, tripe 5 56.14±19.48 767±194 10.65±2.12 49.93±15.98 9.64±5.00"
O034,"Beef, spleen 6 25.01±8.71 442±119 13.83±2.95 127±24.4 12.22±3.88"
O035,"Beef, kidneys 3 33.01±20.72 790±47 12.02±6.18 148±14.79 8.72±3.48"
O036,"Calf, shoulder 2 166 2452 29.26 388 69.72"
O037,"Calf, chops 2 50.00 966 17.69 311 32.78"
O038,"Calf, round (leg) 2 180 2207 46.47 213 51.96"
O039,"Calf, brain 2 46.39 1357 56.90 45 45.48"
O040,"Calf, tongue 2 308 4050 47.58 434 46.48"
O041,"Calf, heart 1 19.68 656 20.82 563 11.84"
O042,"Calf, liver 1 30.8 618 21.19 271 14.64"
O043,"Calf, spleen 1 26.95 474 11.50 118 9.70"
O044,"Calf, kidneys 2 31.46 613 15.59 243 8.65"
O045,"Mithun, shoulder 1 108 2049 2339 385"
O025,"Beef, shoulder 6 280±168 7046±1155 6227±1010 1008±536 66.36±4.77"
O026,"Beef, chops 4 122±74.7 3031±491 2680±428 437±236 45.97±5.89"
O027,"Beef, round (leg) 6 211±12.7 2998±361 3280±291 480±40 55.81±1.96"
O028,"Beef, brain 4 321±77.3 432±99.1 2490±289 1869±200 848±200 1668±28.5"
O029,"Beef, tongue 4 86.44±28.31 6287±716 4741±524 484±99 141±1.1"
O030,"Beef, lungs 3 146±85.9 1198±290 647±73.6 244±111 334±8.8"
O031,"Beef, heart 5 128±38 1479±273 848±240 490±136 92.73±5.29"
O032,"Beef, liver 6 218±79.7 103±27.5 1543±331 826±202 566±162 261±9.9"
O033,"Beef, tripe 5 35.70±4.88 1371±491 833±216 95.26±25.86 82.66±4.33"
O034,"Beef, spleen 6 254±84.3 1160±159 480±130 393±113 353±8.3"
O035,"Beef, kidneys 3 135±4.91 1743±124 835±74 291±123 439±3.8"
O036,"Calf, shoulder 2 231 3510 2647 689 58.27"
O037,"Calf, chops 2 105 1966 1034 449 62.05"
O038,"Calf, round (leg) 2 233 2263 2433 497 50.10"
O039,"Calf, brain 2 264 249 2202 1460 603 1345"
O040,"Calf, tongue 2 256 5630 4406 737 107"
O041,"Calf, heart 1 198 1489 696 773 130"
O042,"Calf, liver 1 265 92.00 1616 670 643 306"
O043,"Calf, spleen 1 269 1030 513 397 360"
O044,"Calf, kidneys 2 239 1464 660 491 271"
O045,"Mithun, shoulder 1 889 4436 2157 3613 45.07"
O046,"Mithun, chops 1 65.47 859 1748 34.94 28.37"
O047,"Mithun, round (leg) 1 41.28 491 817 36.27 57.04"
O048,"Pork, shoulder 6 259±107 4438±899 2151±502 39.02±23.54"
O049,"Pork, chops 6 157±20.5 3080±135 1531±483 33.99±16.58"
O050,"Pork, ham 6 269±63.7 4510±482 2101±467 59.11±57.10"
O051,"Pork, lungs 4 34.48±12.10 776±70.9 431±73.4 6.29±4.17"
O052,"Pork, heart 4 47.89±24.92 858±192 660±148 8.55±3.25"
O053,"Pork, liver 5 15.29±4.18 549±33.6 753±85.0 6.89±0.71"
O054,"Pork, stomach 1 102 1864 1342 19.31"
O055,"Pork, spleen 3 27.99±8.02 691±190 520±144 6.41±2.90"
O056,"Pork, kidneys 5 29.58±13.59 672±123 461±87.9 6.33±3.02"
O057,"Pork, tube (small intestine) 1 126 2318 1639 25.50"
O058,"Hare, shoulder 1 183 2202 313"
O059,"Hare, chops 1 80.96 827 121"
O060,"Hare, leg 1 59.34 754 97"
O061,"Rabbit, shoulder 1 282 2634 227"
O062,"Rabbit, chops 1 180 1606 121"
O063,"Rabbit, leg 1 163 1295 117"
O046,"Mithun, chops 1 70.10 1206 1095 160"
O047,"Mithun, round (leg) 1 48.11 1870 1056 186"
O048,"Pork, shoulder 6 418±106 7696±1111 1839±775 170±115"
O049,"Pork, chops 6 242±12.2 4731±361 521±141 112±41.5"
O050,"Pork, ham 6 466±108 7600±769 1598±387 163±107"
O051,"Pork, lungs 4 32.88±10.53 834±103 326±40.8 21.91±17.54"
O052,"Pork, heart 4 46.51±14.55 1201±335 725±243 38.38±27.92"
O053,"Pork, liver 5 21.63±6.99 678±206 494±186 26.57±13.51"
O054,"Pork, stomach 1 127 2563 841 94.61"
O055,"Pork, spleen 3 34.64±7.32 785±276 237±35.1 23.79±18.93"
O056,"Pork, kidneys 5 28.23±12.20 817±162 474±80.5 26.28±13.50"
O057,"Pork, tube (small intestine) 1 190 2984 638 85.90"
O058,"Hare, shoulder 1 240 1366 1261 267"
O059,"Hare, chops 1 90 523 496 105"
O060,"Hare, leg 1 75 439 407 57.78"
O061,"Rabbit, shoulder 1 504 1828 1242 365"
O062,"Rabbit, chops 1 310 1170 737 252"
O063,"Rabbit, leg 1 268 935 609 184"
O046,"Mithun, chops 1 340 2736 1276 1596 46.99"
O047,"Mithun, round (leg) 1 458 1442 1918 1700 44.01"
O048,"Pork, shoulder 6 121±134 6887±1531 8114±1217 2129±1024 44.38±2.76"
O049,"Pork, chops 6 26.53±10.54 4803±655 4972±373 660±193 46.98±3.18"
O050,"Pork, ham 6 114±72.8 6938±1069 8065±876 1875±567 47.08±1.64"
O051,"Pork, lungs 4 121±91.6 1247±161 867±113 469±150 232±11.0"
O052,"Pork, heart 4 255±119 1575±367 1247±350 1019±391 134±4.2"
O053,"Pork, liver 5 376±85 1325±123 700±213 896±285 216±1.4"
O054,"Pork, stomach 1 154 3327 2690 1090 187"
O055,"Pork, spleen 3 137±23.9 1245±345 820±283 397±78 201±70.8"
O056,"Pork, kidneys 5 214±36.5 1169±228 846±174 714±130 267±2.1"
O057,"Pork, tube (small intestine) 1 168 4109 3174 892 180"
O058,"Hare, shoulder 1 191 2698 1606 1720 79.93"
O059,"Hare, chops 1 89 1028 613 690 77.70"
O060,"Hare, leg 1 90 910 514 555 78.81"
O061,"Rabbit, shoulder 1 205 3142 2332 1813 82.56"
O062,"Rabbit, chops 1 94 1907 1480 1083 79.17"
O063,"Rabbit, leg 1 85 1575 1203 877 76.70"
P001,Allathi (Elops machnata) 1 36.99 5.65 205 90.69 3.48 2.17 1.87 49.07
P002,Aluva (Parastromateus niger) 3 46.21 17.84 479 197 9.56 5.53 56.73
P003,Anchovy (Stolephorus indicus) 2 14.33 4.16 178 51.19 20.17
P004,Ari fish (Aprion virescens ) 1 19.68 7.17 251 122 5.11 2.52 25.05
P005,Betki (Lates calcarifer) 1 1.82 5.33 56.47 22.78 16.28
P006,Black snapper(Macolor niger) 1 52.75 312 106 87.36
P007,Bombay duck (Harpadon nehereus) 2 45.49 283 70.16 69.09
P008,Bommuralu(Muraenesox cinerius) 3 145 25.20 793 261 10.96 1.72 254
P009,Cat fish (Tachysurus thalassinus) 1 39.00 12.62 485 249 6.85 86.44
P010,Chakla (Rachycentron canadum) 5 60.90 11.16 392 182 6.68 1.08 87.08
P011,Chappal (Aluterus monoceros ) 1 5.76 130 63.46 7.31
P012,Chelu (Elagatis bipinnulata) 2 11.18 2.74 148 64.54 1.77 0.65 0.62 18.24
P013,Chembali (Lutjanus quinquelineatus) 1 61.97 8.54 461 155 7.13 5.48 92.54
P014,Eri meen (Pristipomoides filamentosus) 1 66.39 19.03 445 189 13.49 5.45 74.18
P015,Gobro (Epinephelus diacanthus) 2 22.46 5.10 177 81.09 3.44 39.29
P016,Guitar fish (Rhinobatus prahli) 1 1.53 1.16 68.68 41.53 0.71 3.57
P017,Hilsa (Tenualosa ilisha) 2 17.71 1650 6091 1468 35.64 23.62 2225
P018,Jallal (Arius sp.) 1 36.18 8.83 323 142 5.39 3.69 74.02
P019,Jathi vela meen (Lethrinus lentjan) 2 1.05 61.34 10.16 559 191 7.98 6.24 91.30
P020,Kadal bral (Synodus indicus) 1 54.74 8.22 298 108 5.33 3.34 76.91
P001,Allathi (Elops machnata) 1
P002,Aluva (Parastromateus niger) 3
P003,Anchovy (Stolephorus indicus) 2
P004,Ari fish (Aprion virescens ) 1
P005,Betki (Lates calcarifer) 1
P006,Black snapper(Macolor niger) 1
P007,Bombay duck (Harpadon nehereus) 2
P008,Bommuralu (Muraenesox cinerius) 3
P009,Cat fish (Tachysurus thalassinus) 1
P010,Chakla (Rachycentron canadum) 5
P011,Chappal (Aluterus monoceros ) 1
P012,Chelu (Elagatis bipinnulata) 2
P013,Chembali (Lutjanus quinquelineatus) 1
P014,Eri meen (Pristipomoides filamentosus) 1
P015,Gobro (Epinephelus diacanthus) 2
P016,Guitar fish (Rhinobatus prahli) 1
P017,Hilsa (Tenualosa ilisha) 2
P018,Jallal (Arius sp.) 1
P019,Jathi vela meen (Lethrinus lentjan) 2
P020,Kadal bral (Synodus indicus) 1
P001,Allathi (Elops machnata) 1
P002,Aluva(Parastromateus niger) 3
P003,Anchovy (Stolephorus indicus) 2
P004,Ari fish (Aprion virescens ) 1
P005,Betki (Lates calcarifer) 1
P006,Black snapper(Macolor niger) 1
P007,Bombay duck (Harpadon nehereus) 2
P008,Bommuralu (Muraenesox cinerius) 3
P009,Cat fish (Tachysurus thalassinus) 1
P010,Chakla (Rachycentron canadum) 5
P011,Chappal (Aluterus monoceros ) 1
P012,Chelu (Elagatis bipinnulata) 2
P013,Chembali (Lutjanus quinquelineatus) 1
P014,Eri meen (Pristipomoides filamentosus) 1
P015,Gobro (Epinephelus diacanthus) 2
P016,Guitar fish (Rhinobatus prahli) 1
P017,Hilsa (Tenualosa ilisha) 2
P018,Jallal (Arius sp.) 1
P019,Jathi vela meen (Lethrinus lentjan) 2
P020,Kadal bral (Synodus indicus) 1
P021,Kadali (Nemipterus mesoprion) 1 152 23.58 936 469 17.05 12.93 154
P022,Kalamaara (Leptomelanosoma indicum) 2 403 35.00 1242 394 21.37 11.41 417
P023,Kalava (Epinephelus coioides) 1 37.86 8.41 267 133 4.99 3.44 57.29
P024,Kanamayya (Lutjanus rivulatus) 2 23.79 4.18 125 52.05 3.14 1.19 22.96
P025,Kannadi paarai (Alectis indicus) 3 20.27 24.65 291 137 3.57 2.50 46.51
P026,Karimeen (Etroplus suratensis) 1 42.45 13.14 355 158 4.47 3.22 69.74
P027,Karnagawala (Anchoa hepsetus) 1 11.52 4.51 170 68.25 20.12
P028,Kayrai (Thunnus albacores) 2 102 21.89 664 290 8.01 9.38 139
P029,Kiriyan (Atule mate) 1 226 31.67 1275 523 29.07 17.16 276
P030,Kite fish (Mobula kuhlii) 1 3.27 8.29 96.98 60.88 6.93
P031,Korka (Terapon jarbua) 1 157 28.23 881 312 18.35 10.26 203
P032,Kulam paarai (Carangoides fulvoguttatus) 1 130 25.86 878 366 9.05 11.03 10.74 184
P033,Maagaa (Polynemus plebeius) 1 14.28 3.96 124 54.85 1.82 1.43 26.84
P034,Mackerel (Rastrelliger kanagurta) 3 48.67 10.05 351 180 7.34 4.24 3.17 78.69
P035,Manda clathi (Naso reticulatus) 1 28.79 6.56 207 87.83 3.87 2.62 55.63
P036,Matha (Acanthurus mata) 2 25.00 6.94 191 66.74 4.59 1.89 22.06
P037,Milk fish (Chanos chanos) 1 15.37 4.42 231 106 4.21 4.14 18.02
P038,Moon fish (Mene maculata) 1 293 67.40 1751 721 40.94 32.96 23.61 336
P039,Mullet (Mugil cephalus) 3 54.67 18.50 305 114 1.99 1.53 84.01
P040,Mural (Tylosurus crocodilus) 1 26.63 8.10 242 72.52 35.46
P041,Myil meen (Istiophorus platypterus) 2 5.94 0.56 89.37 51.87 1.84 9.19
P021,Kadali (Nemipterus mesoprion) 1 602 34.85 27.45 71.26 12.12 13.25
P022,Kalamaara (Leptomelanosoma indicum) 2 604 39.48 6.17 12.74 62.64 9.20 10.24
P023,Kalava (Epinephelus coioides) 1 182 7.24 2.76 11.88 3.52 2.06 3.50 2.05
P024,Kanamayya (Lutjanus rivulatus) 2 75.04 8.85 2.45 3.65 6.06 1.53 0.88
P025,Kannadi paarai (Alectis indicus) 3 175 9.30 1.52 1.62 7.57 2.11 1.12
P026,Karimeen (Etroplus suratensis) 1 207 13.41 52.96 6.76
P027,Karnagawala (Anchoa hepsetus) 1 61.06 4.08 8.70
P028,Kayrai (Thunnus albacores) 2 401 16.02 26.88 41.99 10.68 6.40
P029,Kiriyan (Atule mate) 1 747 21.80 6.86 16.35 52.33 9.83 6.83
P030,Kite fish (Mobula kuhlii) 1 55.16 5.53 10.33 4.08
P031,Korka (Terapon jarbua) 1 428 27.37 12.07 15.74 41.31 12.03 5.41
P032,Kulam paarai (Carangoides fulvoguttatus) 1 458 15.51 6.16 15.29 49.85 8.72 7.43
P033,Maagaa (Polynemus plebeius) 1 61.92 4.00 1.12 2.24 9.83 1.73
P034,Mackerel (Rastrelliger kanagurta) 3 123 6.76 2.64 4.78 28.10 1.25 7.56
P035,Manda clathi (Naso reticulatus) 1 107 6.56 2.55 9.67 3.40 2.13
P036,Matha (Acanthurus mata) 2 67.56 9.82 3.37 3.19 8.97 1.25 0.74
P037,Milk fish (Chanos chanos) 1 152 12.81 4.59 7.77
P038,Moon fish (Mene maculata) 1 527 26.86 8.13 34.34 56.87
P039,Mullet (Mugil cephalus) 3 125 7.60 1.63 16.03 1.85
P040,Mural (Tylosurus crocodilus) 1 42.48 2.82 5.88
P041,Myil meen (Istiophorus platypterus) 2 44.24 1.81 7.49 0.30 0.31
P021,Kadali (Nemipterus mesoprion) 1 259 116 130 740 1611 818 1342 19.88
P022,Kalamaara (Leptomelanosoma indicum) 2 110 289 130 295 2107 1079 907 28.79
P023,Kalava (Epinephelus coioides) 1 53.08 40.36 29.63 129 455 250 275 20.59
P024,Kanamayya (Lutjanus rivulatus) 2 23.16 21.90 16.80 97.85 209 113 168 22.07
P025,Kannadi paarai (Alectis indicus) 3 56.43 39.73 29.33 193 479 234 329 18.56
P026,Karimeen (Etroplus suratensis) 1 40.90 26.57 46.90 100 577 290 274 15.62
P027,Karnagawala (Anchoa hepsetus) 1 36.10 42.63 15.53 198 255 85.26 301 35.40
P028,Kayrai (Thunnus albacores) 2 106 170 62.91 581 1096 583 980 29.85
P029,Kiriyan (Atule mate) 1 106 248 129 518 2102 1068 1069 11.15
P030,Kite fish (Mobula kuhlii) 1 40.10 4.34 10.67 73.54 169 67.62 143 15.01
P031,Korka (Terapon jarbua) 1 112 154 119 455 1407 687 898 107
P032,Kulam paarai (Carangoides fulvoguttatus) 1 119 211 72.89 638 1430 678 1107 55.40
P033,Maagaa (Polynemus plebeius) 1 20.27 23.82 13.74 76.47 201 96.12 146 7.24
P034,Mackerel (Rastrelliger kanagurta) 3 54.37 72.72 47.11 259 604 216 470 46.48
P035,Manda clathi (Naso reticulatus) 1 47.05 42.06 35.57 138 337 171 278 21.03
P036,Matha (Acanthurus mata) 2 39.13 27.57 10.64 100 297 106 188 20.55
P037,Milk fish (Chanos chanos) 1 68.80 16.56 33.07 194 366 188 321 21.38
P038,Moon fish (Mene maculata) 1 45.16 57.92 52.58 161 2929 932 374 68.88
P039,Mullet (Mugil cephalus) 3 48.89 72.91 41.83 196 495 219 378 18.30
P040,Mural (Tylosurus crocodilus crocodilus) 1 28.93 68.62 23.25 228 349 80.76 354 17.43
P041,Myil meen (Istiophorus platypterus) 2 31.36 17.03 8.59 114 150 55.25 179 21.72
P042,Nalla bontha (Epinephelus sp.) 1 18.45 3.48 151 62.80 2.51 31.42
P043,Narba (Caranx sexfasciatus) 2 29.59 9.57 338 213 7.45 2.44 2.58 41.23
P044,Paarai (Caranx heberi) 1 63.05 13.28 413 216 8.38 6.03 70.25
P045,Padayappa (Canthidermis maculata) 1 3.51 2.88 95.50 67.48 6.50
P046,Pali kora (Panna microdon) 1 59.38 10.90 547 129 9.02 6.55 172
P047,Pambada (Lepturacanthus savala) 2 214 35.05 1226 451 17.67 9.97 6.56 248
P048,Pandukopa (Pseudosciaena manchurica) 1 10.89 2.92 117 64.25 17.03
P049,Parava (Lactarius lactarius) 1 82.46 12.71 798 265 16.27 9.99 138
P050,Parcus (Psettodes erumei) 1 4.84 2.36 101 57.55 9.45
P051,Parrot fish (Scarus ghobban) 1 10.07 1.81 122 37.08 1.17 2.34 18.24
P052,Perinkilichai (Pinjalo pinjalo) 1 13.14 185 91.47 16.89
P053,Phopat (Coryphaena hippurus) 4 34.95 9.00 259 136 2.86 50.32
P054,Piranha (Pygopritis sp.) 1 79.47 8.32 1460 419 6.93 392
P055,"Pomfret, black (Parastromateus niger) 2 115 1428 622 45.61 18.49 157"
P056,"Pomfret, snub nose (Trachinotus blochii) 2 5.86 1.67 92.19 44.27 1.50 6.31"
P057,"Pomfret, white (Pampus argenteus) 2 258 41.43 1598 532 45.58 19.93 174 851"
P058,Pranel (Gerres sp.) 1 61.61 17.66 525 212 7.48 3.59 95.01
P059,Pulli paarai (Gnathanodon speciosus) 1 35.67 7.52 372 173 4.46 53.92
P060,Queen fish (Scomberoides commersonianus) 3 69.84 11.18 413 190 2.14 4.26 3.01 93.60
P061,Raai fish (Lobotes surinamensis) 2 51.00 8.47 414 174 6.01 79.09
P062,Raai vanthu (Epinephelus chlorostigma) 1 80.47 17.01 536 209 10.03 5.89 5.33 113
P042,Nalla bontha (Epinephelus sp.) 1 28.64 17.49 15.84 97.29 238 127 166 15.00
P043,Narba (Caranx sexfasciatus) 2 61.54 39.57 55.82 310 603 259 487 16.06
P044,Paarai (Caranx heberi) 1 77.56 80.85 38.83 350 720 276 578 23.29
P045,Padayappa (Canthidermis maculata) 1 68.29 26.69 12.24 132 169 83.65 248 9.65
P046,Pali kora (Panna microdon) 1 50.32 105 30.86 219 761 352 431 33.18
P047,Pambada (Lepturacanthus savala) 2 116 220 161 620 1959 857 1185 54.63
P048,Pandukopa (Pseudosciaena manchurica) 1 42.95 20.37 19.69 92.80 195 89.63 182 26.43
P049,Parava (Lactarius lactarius) 1 54.33 117 44.29 372 1184 621 610 26.20
P050,Parcus (Psettodes erumei) 1 34.99 15.04 9.42 128 166 70.55 197 10.03
P051,Parrot fish (Scarus ghobban) 1 11.50 9.48 7.06 45.69 174 135 78.00 9.95
P052,Perinkilichai (Pinjalo pinjalo) 1 51.34 31.69 18.23 167 290 101 278 17.24
P053,Phopat (Coryphaena hippurus) 4 65.13 63.93 35.03 275 441 198 456 13.53
P054,Piranha (Pygopritis sp.) 1 53.43 7.91 6.95 33.75 1973 2357 589 97.50
P055,"Pomfret, black (Parastromateus niger) 2 252 244 565 2229 972 1161 48.16"
P056,"Pomfret, snub nose (Trachinotus blochii) 2 26.07 6.29 13.32 77.16 145 72.77 128 7.48"
P057,"Pomfret, white (Pampus argenteus) 2 130 167 174 423 2669 1049 919 41.56"
P058,Pranel (Gerres sp.) 1 85.41 55.68 58.34 180 827 374 419 29.01
P059,Pulli paarai (Gnathanodon speciosus) 1 70.56 154 24.08 234 593 208 505 47.79
P060,Queen fish (Scomberoides commersonianus) 3 62.12 100 44.63 299 693 332 536 21.93
P061,Raai fish (Lobotes surinamensis) 2 75.89 59.25 53.96 257 654 311 465 24.95
P062,Raai vanthu (Epinephelus chlorostigma) 1 65.02 59.33 69.42 368 864 423 596 21.98
P063,Ran i (Pink perch) 1 10.46 207 1869 790 31.55 17.92 409
P064,"Ray fish, bow head, spotted (Rhina ancylostoma)1 100 86.38 8.55"
P065,Red snapp e r (Lutjanus argentimaculatus) 1 44.11 7.38 290 130 5.91 3.24 3.59 63.93
P066,"Red snapper, sma l l (Priacanthus hamrur) 1 99.01 25.83 528 194 8.45 6.06 119"
P067,Saday a (Platax orbicularis) 1 27.81 12.00 601 407 11.09 51.61
P068,Salmo n (Salmo salar) 1 384 90.84 2697 1057 51.90 23.76 667
P069,Sangad a (Nemipterus japanicus) 1 78.25 25.16 659 336 17.22 12.31 126
P070,Sankata paar a i (Caranx ignobilis) 1 352 47.55 2069 767 39.77 19.60 21.07 495
P071,Sardine (Sardinella longiceps) 1 215 765 246 15.52 7.79 289
P072,Shark (Carcharhinus sorrah) 2 21.83 2.34 156 94.89 35.41
P073,"Shark, hammer hea d (Sphyrna mokarran) 1 7.35 143 110 4.35 15.15"
P074,"Shark, spotte d (Stegostoma fasciatum) 1 20.61 4.05 142 83.13 2.75 35.19"
P075,Shelav u (Sphyraena jello) 4 99.11 10.42 411 145 8.58 2.62 126
P076,Sila n (Silonia silondia) 1 284 2641 667 15.26 7.25 84.03
P077,Silk fis h (Beryx sp.) 1 54.36 10.70 295 127 6.97 3.50 77.19
P078,Silver ca r p (Hypophthalmichthys molitrix) 1 11.09 247 1318 220 17.51 11.87 615
P079,Sole fis h (Cynoglossus arel) 1 31.31 13.72 227 138 6.13 36.41
P080,Stingra y (Dasyatis pastinaca) 1 10.96 150 129 14.47
P081,Tarla v a (Drepane punctata) 2 43.41 8.13 328 117 5.19 3.17 72.27
P082,Thola m (Plectorhinchus schotaf) 2 78.58 15.88 557 190 8.64 3.46 2.91 107
P063,Ran i (Pink perch) 1 1408 60.70 58.64 64.54 14.87
P064,"Ray fish, bow head, spotted (Rhina ancylostoma) 1 90.15 21.44"
P065,Red snapp e r (Lutjanus argentimaculatus) 1 217 11.92 6.06 19.08 4.01
P066,"Red snapper, sma l l (Priacanthus hamrur) 1 278 9.65 35.43 6.63"
P067,Saday a (Platax orbicularis) 1 377 15.31 35.21 13.72
P068,Salmo n (Salmo salar) 1 1682 55.53 12.79 34.82 119 25.48 17.29
P069,Sangad a (Nemipterus japanicus) 1 343 27.12 4.50 11.87 34.50 12.97 5.42
P070,Sankata paar a i (Caranx ignobilis) 1 1295 41.15 13.30 30.89 80.54 14.64 18.12
P071,Sardine (Sardinella longiceps) 1 327 13.37 42.33 16.50 8.29
P072,Shark (Carcharhinus sorrah) 2 83.76 6.85 6.05 3.39
P073,"Shark, hammer hea d (Sphyrna mokarran) 1 88.26 11.86"
P074,"Shark, spotte d (Stegostoma fasciatum) 1 97.68 4.04 8.77"
P075,Shelav u (Sphyraena jello) 4 219 7.66 1.07 14.41 11.86 1.62 3.56
P076,Sila n (Silonia silondia) 1 3015 99.55 860 49.53 36.12 64.19
P077,Silk fis h (Beryx sp.) 1 185 7.35 4.01 7.53 32.87 5.93 2.71
P078,Silver ca r p (Hypophthalmichthys molitrix) 1 1283 65.76 194 256 13.72 48.70
P079,Sole fis h (Cynoglossus arel) 1 101 30.56 17.45
P080,Stingra y (Dasyatis pastinaca) 1 159 38.98
P081,Tarla v a (Drepane punctata) 2 124 7.65 3.72 11.98 1.84 1.38
P082,Thola m (Plectorhinchus schotaf) 2 367 20.25 2.43 13.22 22.18 6.41 7.23
P063,Ran i (Pink perch) 1 163 317 494 2926 1878 1112 69.04
P064,"Ray fish, bow head, spotted (Rhina ancylostoma) 1 64.36 15.87 27.42 93.05 187 98.70 222 13.91"
P065,Red snapp e r (Lutjanus argentimaculatus) 1 57.90 40.85 31.73 172 485 299 325 132
P066,"Red snapper, sma l l (Priacanthus hamrur) 1 89.21 162 33.67 406 861 407 734 38.42"
P067,Saday a (Platax orbicularis) 1 316 86.49 94.23 582 1059 444 1128 61.97
P068,Salmo n (Salmo salar) 1 209 406 329 1192 4305 2453 2297 61.27
P069,Sangad a (Nemipterus japanicus) 1 99.19 127 88.66 338 1128 513 706 75.77
P070,Sankata paar a i (Caranx ignobilis) 1 204 398 197 834 3317 1876 1746 64.34
P071,Sardine (Sardinella longiceps) 1 88.19 297 317 1250 630 770 49.12
P072,Shark (Carcharhinus sorrah) 2 34.77 35.47 28.68 121 275 126 230 24.40
P073,"Shark, hammer hea d (Sphyrna mokarran) 1 48.70 23.08 148 264 103 232 55.81"
P074,"Shark, spotte d (Stegostoma fasciatum) 1 39.42 23.66 19.30 77.52 253 137 169 13.75"
P075,Shelav u (Sphyraena jello) 4 47.67 116 43.52 207 677 369 431 30.50
P076,Sila n (Silonia silondia) 1 60.16 22.45 47.48 3615 3199 1140 58.93
P077,Silk fis h (Beryx sp.) 1 58.25 82.20 38.02 286 497 281 506 10.71
P078,Silver ca r p (Hypophthalmichthys molitrix) 1 86.03 171 125 1826 1964 894 68.54
P079,Sole fis h (Cynoglossus arel) 1 53.78 78.35 44.56 176 416 167 370 16.00
P080,Stingra y (Dasyatis pastinaca) 1 39.38 20.07 75.62 289 173 174 62.47
P081,Tarla v a (Drepane punctata) 2 66.49 55.77 60.03 67.22 504 207 265 18.94
P082,Thola m (Plectorhinchus schotaf) 2 51.15 72.74 65.02 257 856 510 481 59.73
P083,Tilap i a (Oreochromis niloticus) 1 61.56 270 76.21 4.72 113
P084,Tun a (Euthynnus affinis) 5 53.12 11.08 399 184 8.50 3.75 76.97
P085,"Tuna, stripe d (Katsuwonus pelamis) 1 30.58 8.29 243 137 5.87 35.30"
P086,Valav a (Chirocentrus nudus) 1 33.97 7.72 262 96.64 3.31 29.78
P087,Vanjara m (Scomberomorus commerson) 2 325 33.96 1352 464 28.87 17.73 7.74 431
P088,Vela mee n (Aprion virescens) 1 50.60 1255 528 11.77 11.42 103
P089,Vo r a (Siganus javus) 2 44.09 144 29.09 767 197 15.68 8.16 1.14 143
P090,Whale sha r k (Galeocerdo cuvier) 1 22.76 5.18 164 69.44 3.06 2.07 43.98
P091,Xiphin i s (Xiphias gladius) 1 39.39 5.47 235 73.36 6.43 3.36 27.21
P092,"Z.Eggs, Cat fish (Ompok bimaculatus) 1 67.15 1206 526 5.72 12.81 197"
Q001,Cra b (Menippe mercenaria) 1 10.85 131 71.80 29.24
Q002,"Crab, sea (Portunus sanguinolentus) 1 5.70 1.01 63.49 57.40 0.99 20.35"
Q003,"Lobster, brown (Thenus orientalis) 1 6.83 2.32 56.45 37.70 2.26 19.88"
Q004,"Lobster, king siz e (Thenus orientalis) 1 7.51 95.24 71.66 28.21"
